,index,start_date_time,title,price,ticket_url,type,venue
121,121,2023-10-13T18:00:00.000000Z,emir taha,30,http://www.melkweg.nl//nl/agenda/emir-taha-13-10-2023,Concert,melkweg
122,122,2023-10-14T17:00:00.000000Z,Mind Game (2004),30,http://www.melkweg.nl//nl/agenda/mind-game-2004-14-10-2023,Concert,melkweg
123,123,2023-10-14T17:00:00.000000Z,Soen,30,http://www.melkweg.nl//nl/agenda/soen-14-10-2023,Concert,melkweg
124,124,2023-10-14T17:30:00.000000Z,Benedict Cork,30,http://www.melkweg.nl//nl/agenda/benedict-cork-14-10-2023,Concert,melkweg
125,125,2023-10-14T17:30:00.000000Z,The High Kings,30,http://www.melkweg.nl//nl/agenda/the-high-kings-14-10-2023,Concert,melkweg
126,126,2023-10-15T17:00:00.000000Z,Frank Boeijen,30,http://www.melkweg.nl//nl/agenda/frank-boeijen-15-10-2023,Concert,melkweg
127,127,2023-10-16T17:00:00.000000Z,100 gecs,30,http://www.melkweg.nl//nl/agenda/100-gecs-16-10-2023,Concert,melkweg
128,128,2023-10-16T17:30:00.000000Z,LaBrassBanda,30,http://www.melkweg.nl//nl/agenda/labrassbanda-16-10-2023,Concert,melkweg
129,129,2023-10-17T17:00:00.000000Z,Capleton,30,http://www.melkweg.nl//nl/agenda/capleton-17-10-2023,Concert,melkweg
130,130,2023-10-18T16:30:00.000000Z,Tinlicker & Metropole Orkest,30,http://www.melkweg.nl//nl/agenda/tinlicker-metropole-orkest-18-10-2023,Concert,melkweg
131,131,2023-10-18T17:00:00.000000Z,Decolonizing The Loop,30,http://www.melkweg.nl//nl/agenda/decolonizing-the-loop-18-10-2023,Concert,melkweg
132,132,2023-10-18T17:30:00.000000Z,Martin Kohlstedt,30,http://www.melkweg.nl//nl/agenda/martin-kohlstedt-18-10-2023,Concert,melkweg
133,133,2023-10-18T21:00:00.000000Z,Oliver Heldens,30,http://www.melkweg.nl//nl/agenda/oliver-heldens-18-10-2023,Concert,melkweg
134,134,2023-10-18T21:00:00.000000Z,Coldharbour Recordings Night,30,http://www.melkweg.nl//nl/agenda/coldharbour-recordings-night-18-10-2023,Concert,melkweg
135,135,2023-10-19T16:00:00.000000Z,"RADAR x ADE: Mayo, Lenxi, Okitap & Kimmah",30,http://www.melkweg.nl//nl/agenda/radar-x-ade-19-10-2023,Concert,melkweg
136,136,2023-10-19T17:00:00.000000Z,Kraak & Smaak (Live XL),30,http://www.melkweg.nl//nl/agenda/kraak-smaak-live-19-10-2023,Concert,melkweg
137,137,2023-10-19T17:30:00.000000Z,MATHAME,30,http://www.melkweg.nl//nl/agenda/mathame-19-10-2023,Concert,melkweg
138,138,2023-10-19T21:00:00.000000Z,The North Quarter Label Night,30,http://www.melkweg.nl//nl/agenda/the-north-quarter-label-night-19-10-2023,Concert,melkweg
139,139,2023-10-19T21:00:00.000000Z,Monstercat Showcase,30,http://www.melkweg.nl//nl/agenda/monstercat-showcase-19-10-2023,Concert,melkweg
140,140,2023-10-19T21:00:00.000000Z,Colin Benders Invites: Blawan Live / JakoJako e.a.,30,http://www.melkweg.nl//nl/agenda/colin-benders-invites-19-10-2023,Concert,melkweg
141,141,2023-10-20T16:00:00.000000Z,IMANU presents PARADISE,30,http://www.melkweg.nl//nl/agenda/imanu-presents-paradise-20-10-2023,Concert,melkweg
142,142,2023-10-20T16:30:00.000000Z,Illenium Live,30,http://www.melkweg.nl//nl/agenda/illenium-live-20-10-2023,Concert,melkweg
143,143,2023-10-20T17:00:00.000000Z,COBRAH,30,http://www.melkweg.nl//nl/agenda/cobrah-20-10-2023,Concert,melkweg
144,144,2023-10-20T17:30:00.000000Z,Magma Nights: ECHT!,30,http://www.melkweg.nl//nl/agenda/echt-20-10-2023,Concert,melkweg
145,145,2023-10-20T21:00:00.000000Z,Dave Clarke Presents: British Murder Boys / Dasha Rush / Oscar Mulero e.a.,30,http://www.melkweg.nl//nl/agenda/dave-clarke-presents-20-10-2023,Concert,melkweg
146,146,2023-10-20T21:30:00.000000Z,Markus Schulz Open To Close,30,http://www.melkweg.nl//nl/agenda/markus-schulz-open-to-close-20-10-2023,Concert,melkweg
147,147,2023-10-20T21:30:00.000000Z,Future House Music presents The Myth of NYX,30,http://www.melkweg.nl//nl/agenda/future-house-music-presents-the-myth-of-nyx-20-10-2023,Concert,melkweg
